#{"t_start": 1673868394.7800796, "env_id": "gripper-env-v0"}
r,l,t
8897.815104,7,4127.991428
8699.999917,8,4129.52431
4900.098969,28,4132.241651
9497.60664,4,4133.62408
6912.327877,18,4135.657425
4392.05306,33,4139.391486
9700.27638,3,4140.557659
7808.992503,13,4142.775795
6013.679515,24,4145.440946
7298.95736,15,4147.274425
7213.899007,16,4149.140536
8801.093597,8,4150.641102
7298.511021,15,4152.49139
7100.0001,16,4154.624751
6699.701381,19,4156.657077
5300.80513,25,4158.990511
9699.298712,3,4160.190073
7498.337176,14,4162.04243
9698.179817,3,4163.423764
9408.388362,5,4164.907989
7191.578387,16,4166.874179
9698.379745,3,4168.173915
8015.518554,17,4170.39145
4797.892902,50,4174.757539
7786.427337,13,4176.624431
9698.305955,3,4177.806792
4295.147782,30,4181.958723
9111.100046,7,4183.541534
6098.187377,21,4185.825209
6302.139191,20,4187.991043
9097.504003,7,4189.423766
5609.168785,34,4193.30826
7207.783398,16,4195.123986
9099.779835,6,4196.624564
7098.145391,16,4198.490513
7297.454015,15,4200.440917
9653.927261,5,4201.773505
6897.772449,17,4203.723671
7896.818363,12,4205.475176
-40000.0,200,4219.640628
4907.664832,31,4222.540656
2017.191123,44,4226.20733
9298.268955,5,4227.523364
6396.975113,20,4229.540259
7098.424788,16,4231.640753
8499.378932,9,4233.374266
6898.179359,17,4235.457983
7297.992976,15,4237.27413
9499.717937,4,4238.540589
9298.200238,5,4240.126243
9399.468556,5,4241.540829
-20103.381297,153,4253.441857
-39498.984832,200,4267.557385
8398.293571,10,4269.17487
9298.20795,5,4270.473017
10000.0,1,4271.556811
6103.039937,23,4273.973941
-40000.0,200,4288.173787
-39803.25291,200,4307.774607
9697.920376,3,4309.074629
9500.167261,4,4310.37366
7297.053099,15,4312.24031
9198.279416,6,4314.462546
8098.464585,11,4316.072921
-40000.0,200,4329.640616
2499.999829,39,4333.124188
10000.0,1,4334.323361
9698.521351,3,4335.573543
9298.360785,5,4336.957663
10000.0,1,4338.123681
-18501.457138,144,4348.023874
9701.115239,3,4349.256387
-28301.612071,194,4362.87356
9477.281767,7,4364.339816
3511.383558,37,4367.373999
-17001.949709,138,4376.973932
9500.034337,4,4378.206222
8887.039557,7,4379.790693
7698.087108,13,4381.523773
9497.874709,4,4382.806726
6102.246629,22,4385.00843
9301.090407,5,4386.289869
8103.799068,13,4388.073831
9298.396055,5,4389.389606
10000.0,1,4390.455821
6997.071819,17,4392.35685
9699.469564,3,4393.50651
8999.766475,7,4395.023067
7600.000337,14,4396.924127
8196.799707,11,4398.64067
3392.120041,38,4402.607111
9413.203229,5,4404.007659
7398.269201,15,4406.190445
7015.354723,17,4408.374197
9097.50578,6,4409.924985
9497.844378,4,4411.206666
-2201.255877,64,4415.55679
9697.67736,3,4416.974095
7599.591288,14,4418.890823
9697.57538,3,4420.173401
6107.735628,23,4422.94128
9459.795696,7,4425.009212
9297.840625,5,4427.19063
3595.403661,34,4430.440915
9697.512132,3,4431.723265
3607.741688,35,4434.973305
9698.11463,3,4436.339282
7500.000523,14,4438.390875
9297.717676,5,4439.672523
3898.556449,32,4442.557181
9498.000931,4,4443.873096
-11200.000189,108,4452.958247
9699.317508,3,4454.407398
9499.391458,4,4455.706833
8412.106833,10,4457.323452
9411.290698,5,4458.840275
4193.568232,31,4461.556883
6496.126663,19,4464.007587
10000.0,1,4465.155842
9297.430657,5,4466.523556
9097.388032,6,4468.057353
9698.970528,3,4469.322999
7902.201978,12,4471.057027
-1808.218923,63,4475.723341
7799.999133,14,4478.008513
6700.000053,18,4480.041013
9700.319856,3,4481.356531
9610.907094,4,4482.67344
9612.694004,4,4484.291383
8014.054994,12,4486.107255
8501.3176,11,4487.874106
8481.817702,9,4489.44008
7699.999971,13,4491.390016
9500.729338,4,4492.723611
-38995.184052,200,4505.522807
5698.841208,23,4507.756848
9298.617122,5,4509.140113
9099.658305,6,4510.606878
-2301.636618,63,4515.156789
2917.19434,52,4519.223398
9498.143496,4,4520.641594
4566.586766,36,4523.806963
9697.920246,3,4525.055734
9309.092808,7,4526.590269
10000.0,1,4527.773131
9700.309536,3,4529.056557
399.381785,50,4533.3063
4400.592683,31,4536.440372
7811.66793,13,4538.256317
5799.671195,23,4540.639982
9101.845807,6,4542.140288
2399.440005,41,4546.323419
7683.982787,13,4548.224051
9699.406825,3,4549.540233
9300.782925,5,4550.957005
8498.216201,9,4552.623646
9497.621799,4,4553.906357
9299.431453,5,4555.172532
10000.0,1,4556.389708
9298.007687,5,4557.808109
9101.623454,6,4559.273618
9298.843226,5,4560.656678
9500.842704,4,4561.938792
10000.0,1,4563.291622
10000.0,1,4564.439401
9295.855537,5,4565.806497
9498.04368,4,4567.106663
9098.316122,6,4568.540038
9296.155929,5,4569.939237
6195.483707,21,4572.706388
9098.743077,6,4574.156097
9298.115076,5,4575.539473
9697.649117,3,4576.856431
8403.504333,12,4578.656413
9297.561769,5,4580.192483
9697.881289,3,4581.522836
8900.005309,7,4582.989654
9297.79223,5,4584.389935
9298.09829,5,4585.739695
9497.779541,4,4587.039047
9099.997804,6,4588.59002
5698.503135,23,4591.139723
7496.009299,15,4593.206618
9497.857945,4,4594.623536
9698.206803,3,4595.889495
7199.356964,16,4597.789968
7299.15278,15,4599.656302
-502.262627,54,4604.073365
9498.56428,4,4605.408275
3898.25467,32,4608.558167
9094.736879,6,4609.993304
9297.744311,5,4611.323154
9100.000002,6,4612.807363
10000.0,1,4613.955553
6298.003202,20,4616.322921
9089.318696,6,4617.739306
9699.221444,3,4619.039763
9097.731476,6,4620.439314
9697.880166,3,4621.673177
9298.864808,5,4623.106451
9499.556318,4,4624.406011
9498.142811,4,4625.705718
9403.295244,5,4627.055871
9497.721829,4,4628.390013
9497.687379,4,4629.739743
9197.999895,6,4631.12345
6298.022491,20,4633.373112
-899.966561,56,4639.206996
8098.220604,11,4641.006251
9314.19178,6,4642.439359
9498.120792,4,4643.924291
9498.38141,4,4645.391153
9297.523605,5,4646.856697
7198.118178,16,4648.772774
9498.079988,4,4650.223747
9412.139767,5,4651.607057
9700.400337,3,4652.888904
9399.065925,5,4654.273071
9298.989428,5,4655.639373
9094.910766,6,4657.374673
9277.824618,5,4658.755926
9497.131778,4,4660.122946
9498.664913,4,4661.439335
9100.515714,6,4662.889011
9298.21493,5,4664.372895
8909.398484,8,4666.072872
9697.057515,3,4667.406286
9698.384552,3,4668.706158
8898.016856,7,4670.206976
9213.922099,6,4671.756848
9098.142163,6,4673.155894
9496.773095,4,4674.489454
1499.535229,44,4678.723629
9099.999611,6,4680.106085
9298.027529,5,4681.489434
9698.113198,3,4682.873611
9298.08285,5,4684.273801
10000.0,1,4685.623651
6097.925221,21,4687.789493
9500.757032,4,4689.140231
9698.042085,3,4690.405881
10000.0,1,4691.639641
6828.752207,21,4693.956608
9207.663052,6,4695.405979
8898.899696,7,4696.890109
-40000.0,200,4712.589323
8498.152251,9,4714.189782
7902.026436,12,4715.905864
9099.535787,6,4717.340228
9500.785381,4,4718.65539
4999.54507,27,4721.823673
9408.703123,5,4723.206073
9294.569434,5,4724.624735
9098.20588,6,4726.190562
9299.781766,5,4727.522718
9297.963861,5,4728.991189
9297.984405,5,4730.372925
8899.887187,7,4731.856833
8896.696384,7,4733.356408
9497.978189,4,4734.673489
9297.61892,5,4736.089206
8297.543885,10,4737.705909
6298.207091,20,4739.873765
3297.70439,35,4742.855953
8400.005215,10,4744.539222
9697.983734,3,4745.839481
6800.736561,18,4747.972963
9497.771983,4,4749.24047
9297.971157,5,4750.591131
9699.91746,3,4751.891587
9497.86915,4,4753.458687
9298.033869,5,4754.940618
9498.2366,4,4756.2725
9096.658042,6,4757.772491
8500.00038,9,4759.339958
9497.995491,4,4760.689507
9298.972515,5,4762.089314
7792.84536,13,4763.873663
8900.000018,7,4765.356523
8800.009366,8,4766.955981
9500.08014,4,4768.339842
8699.53321,8,4770.057132
6415.354174,22,4772.441469
8098.062715,11,4774.15807
7200.001222,16,4776.722809
9100.000261,6,4778.172877
9299.275067,5,4779.57534
8896.661795,7,4781.023525
7892.471551,12,4782.889924
8900.000305,7,4784.50706
9297.618408,5,4785.857361
7899.998952,12,4787.589563
7699.999351,13,4789.62387
8698.08411,8,4791.307084
5998.85156,22,4793.639653
8898.186686,7,4795.223691
9697.569336,3,4796.472331
9295.192742,5,4797.906666
8497.418336,9,4799.623438
7100.000037,16,4801.673317
8901.128686,7,4803.188763
9497.779273,4,4804.52294
9297.466082,5,4806.056846
8498.784807,9,4807.655878
4813.309296,28,4810.523758
9698.321872,3,4811.789788
9500.582618,4,4813.189718
6198.533207,21,4815.506371
9499.669865,4,4816.772424
9298.324964,5,4818.205695
5693.849261,24,4820.806498
9099.619098,6,4822.272271
9297.418814,5,4823.572577
9499.937104,4,4824.856129
8006.278504,12,4826.622434
9698.76082,3,4827.922549
7698.909837,13,4829.773294
9101.394785,6,4831.30846
6207.361571,21,4833.625391
9098.052193,6,4834.972454
7898.178912,12,4837.308468
-6300.000121,83,4844.140089
5912.281992,23,4846.756297
9099.125837,6,4848.255684
9298.05761,5,4849.623122
7498.718069,14,4851.422494
6499.901961,19,4854.357297
2098.653744,41,4857.855963
-2100.120986,62,4863.156668
7793.440599,13,4865.072822
9298.030462,5,4866.405998
9409.093556,5,4867.789192
8697.931328,8,4869.339985
8500.000035,9,4871.056382
6898.430837,17,4872.972662
9498.483887,4,4874.606277
7298.354856,15,4876.739967
9698.224262,3,4878.174462
8012.014116,12,4879.872459
9498.838324,4,4881.2227
9297.527139,5,4882.588825
-9401.145632,109,4891.539877
7298.35213,15,4893.355353
9407.965803,5,4894.805412
6114.357364,22,4897.372407
9698.341767,3,4898.623934
9299.799428,5,4899.988454
7698.200616,13,4901.691266
8495.979313,9,4903.356139
9297.89073,5,4904.688905
9498.064601,4,4906.006223
9697.970848,3,4907.271875
8698.750187,8,4908.873027
9297.487989,5,4910.222372
9296.884577,5,4911.673536
9297.830157,5,4913.122853
9099.103277,6,4914.55641
8900.00011,7,4916.155613
7799.005438,13,4918.474244
7713.871144,14,4920.423584
8394.165385,10,4922.105706
9093.353469,6,4923.589234
9297.864676,5,4924.972833
9297.665391,5,4926.390017
9497.493058,4,4927.705284
9498.191291,4,4929.02192
10000.0,1,4930.205065
9499.064484,4,4931.606074
8206.788824,12,4933.405878
9099.834684,6,4934.856359
6711.200754,20,4937.924405
9698.257175,3,4939.188457
8896.251931,7,4940.672878
8695.215954,8,4942.256195
9499.6031,4,4943.588795
9497.013536,4,4944.973217
9499.288425,4,4946.305701
8498.696816,9,4947.922582
9296.767285,5,4949.239448
9298.710416,5,4950.672208
7498.995433,14,4952.388854
8893.998045,7,4954.440622
8898.345471,7,4956.073705
9497.557702,4,4957.606704
9297.996104,5,4958.972454
9297.990448,5,4960.676004
9297.683846,5,4962.039072
9498.673998,4,4963.322853
9293.406772,5,4964.739279
8898.295536,7,4966.156311
9097.377182,6,4967.573532
7416.315439,15,4969.58958
8900.130015,7,4971.039238
7697.869399,13,4972.755627
6314.896469,21,4975.239127
9609.721429,4,4976.672997
9500.36273,4,4978.005783
7195.721872,16,4980.039986
5894.001513,22,4982.406188
9297.492407,5,4983.90689
9699.12874,3,4985.20534
8894.658509,7,4986.70598
9696.783274,3,4987.938932
7498.75686,14,4989.755448
9498.977259,4,4991.10514
8898.290035,7,4992.522121
9498.016007,4,4993.855964
9497.984391,4,4995.223361
9298.180239,5,4996.588853
1497.777679,44,5000.239258
7501.790922,14,5002.239334
8896.365539,7,5003.655476
9696.997638,3,5004.905935
9698.090667,3,5006.172624
9698.988165,3,5007.455508
7898.434779,12,5009.139006
7097.610193,17,5011.322805
9501.101318,4,5012.604936
8700.22909,8,5014.07183
9298.357798,5,5015.522971
7300.000004,15,5017.572555
9099.678146,6,5019.23983
9501.20588,4,5020.555537
9092.717221,6,5022.039472
8698.013546,8,5023.57204
7898.09652,12,5025.188758
8400.113082,10,5027.018577
9498.247118,4,5028.307633
8596.872669,9,5030.042977
-40000.0,200,5055.674722
7498.211769,14,5057.524522
9498.343158,4,5058.772382
9698.057023,3,5060.221772
